,"﻿""Key""",Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body,asreview_label,asreview_time,asreview_note
231,RQ6NJKKY,conferencePaper,2009,"Charalabidis, Y.; Lampathaki, F.; Askounis, D.",Metadata sets for e-government resources: The extended e-government metadata schema (eGMS+),Lect. Notes Comput. Sci.,03029743 (ISSN); 9789819698936 (ISBN); 9789819698042 (ISBN); 9789819698110 (ISBN); 9789819698905 (ISBN); 9783032004949 (ISBN); 9789819512324 (ISBN); 9783032026019 (ISBN); 9783032008909 (ISBN); 9783031915802 (ISBN); 9789819698141 (ISBN),,10.1007/978-3-642-03516-6_29,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70349331259&doi=10.1007%2F978-3-642-03516-6_29&partnerID=40&md5=188f0851595982f5ea9e258741434fd6,"In the dawn of the Semantic Web era, metadata appear as a key enabler that assists management of the e-Government resources related to the provision of personalized, efficient and proactive services oriented towards the real citizens' needs. As different authorities typically use different terms to describe their resources and publish them in various e-Government Registries that may enhance the access to and delivery of governmental knowledge, but also need to communicate seamlessly at a national and pan-European level, the need for a unified e-Government metadata standard emerges. This paper presents the creation of an ontology-based extended metadata set for e-Government Resources that embraces services, documents, XML Schemas, code lists, public bodies and information systems. Such a metadata set formalizes the exchange of information between portals and registries and assists the service transformation and simplification efforts, while it can be further taken into consideration when applying Web 2.0 techniques in e-Government. © 2009 Springer Berlin Heidelberg.",2009,2026-01-17 07:02:49,2026-01-17 07:09:03,,341-352,,,5693 LNCS,,,,,,,,,,English,,,Scopus,,,,Journal Abbreviation: Lect. Notes Comput. Sci.,,,,Interoperability; Ontology; Semantics; Metadata; Government data processing; Semantic interoperability; Metadata schema; Ontology-based; e-Government; European levels; Metadata Standards; Web 2.0; Exchange of information; Service definition; Service transformation; XML schemas; Customer satisfaction; E-GMS; E-Government resources; Markup languages; Metadata element set; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lecture Notes in Computer Science,,,,,,,,,,,,,,,,0,2026-01-17 10:32:37,EC1 – Off-topic
149,2HVBG4MX,bookSection,2015,"Zhang, L.","Multi-View, Multi-Domain, and Multi-Paradigm Approaches for Specification and Modeling of Big Data Driven Cyber-Physical Systems",Cyber-Physical Systems: From Theory to Practice,9781482263336 (ISBN); 9781482263329 (ISBN),,10.1201/b19290-13,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141254003&doi=10.1201%2Fb19290-13&partnerID=40&md5=343050b61aae8715ce85d51a58fa4ca2,"Cyber-Physical Systems 152 6.6 Case Study: Big Data Driven Vehicular Cyber-Physical Systems Design 154 6.7 Conclusion 164 Acknowledgments 164 References 165 Big data as a phase have been among the biggest trends of the four years, giving rise to an upsurge of research and development, as well as industry and government applications. Data are deemed a powerful and useful raw material that can impact multidisciplinary research endeavors as well as government, industry, and business performance. Everyone is talking about big data, and it is believed that science, business, industry, government, society, and so forth will undergo a thorough change with the influence of big data [1]. In fact, we now live in the era of big data as huge and complex data sets, which are being produced and collected for diverse purposes through all kinds of technologies or approaches including mobile devices, remote sensing technologies, software logs, wireless sensor networks, and social media. The big data sets tend to be more unstructured, distributed, and complex than ever before [2]. Thus, big data are defined as huge amount of data that require new technologies and architectures so that it becomes possible to extract value from them by capturing and analysis process. Due to such large size of data, it becomes very difficult to perform effective analysis using the existing traditional techniques. Big data due to their various properties like volume, velocity, variety, variability, value, and complexity put forward many challenges [3]. Under the great increase in global data, the term big data is constantly used to describe huge data sets. Compared with traditional data sets, big data typically compose of masses of unstructured data, sensor data, and stream data that need more real-time processing. Big data are characterized by three aspects: (1) data are numerous, (2) data cannot be categorized into regular relational databases, and (3) data are generated, captured, and processed rapidly. Moreover, big data are transforming health care, transportation, aerospace, science, engineering, finance, business, and eventually, the society [4]. In addition, big data also give rise to new opportunities for discovering new values, make us gain an in-depth understanding of the hidden values, and also bring new challenges, for example, how to effectively specify, model, capture, transfer, organize, and manage such data sets [5]. Big data aim to handle high-volume, high-velocity, high-variety data to extract intended data value and ensure high veracity of original data and obtained information that demand cost-effective, innovative forms of data and information processing for enhanced insight, decision making, and process control; all of these demand new data models and new infrastructure services and tools that allow also obtaining from a variety of sources and delivering data in a variety of forms to different data and information consumers and devices [6]. © 2016 by Taylor and Francis Group, LLC.",2015,2026-01-17 07:02:48,2026-01-17 07:09:03,,139-168,,,,,,,,,,,CRC Press,,English,,,Scopus,,,,Journal Abbreviation: Cyber-Physical Systems: From Theory to Practice,,,,LR_Query: Scopus_02; LR_SearchDate: 2026-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2026-01-17 10:33:58,EC5 – Non-government focus
143,RPI7XAMW,conferencePaper,2015,"Adadi, A.; Berrada, M.; Chenouni, D.; Bounabat, B.",Ontology based composition of e-Government services using AI Planning,"Int. Conf. Intell. Syst.: Theor. Appl., SITA",9781509002207 (ISBN),,10.1109/SITA.2015.7358430,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962383271&doi=10.1109%2FSITA.2015.7358430&partnerID=40&md5=cdec55177cb3496f5548cdd3a01f4307,"A major propelling technology for electronic government (e-Government) is the powerful concept of Semantic Web Service. Semantically enriched Web services promise to increase the level of automation and to reduce integration efforts significantly. On the other hand, and due to the heterogeneous structure of the public sector, the achievement of interoperability and integration is a key challenge for a comprehensive e-Government. Therefore, the combination of e-Government and Semantic Web Services is very much natural. In this paper, we present a dynamic approach for semantically composing e-Government Web services based on Artificial Intelligence (AI) techniques. The overall objective of our approach is to improve the citizen centric e-Government vision by providing a platform for automatically discovering, composing and optimizing e-Government services. © 2015 IEEE.",2015,2026-01-17 07:02:48,2026-01-17 07:09:03,,,,,,,,,,,,,Institute of Electrical and Electronics Engineers Inc.,,English,,,Scopus,,,,"Journal Abbreviation: Int. Conf. Intell. Syst.: Theor. Appl., SITA",,,,Semantic Web; Web services; Government data processing; Intelligent systems; Artificial intelligence; e-Government; E-government services; Electronic government; Multi agent systems; Multi-agent systems; E-governments; Websites; AI planning; AI Planning; Dynamic approaches; Heterogeneous structures; Intelligent agents; Level of automations; Semantic Web Services; Web service composition; Web Service Composition; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2026-01-17 10:34:47,EC2 – Tool- or implementation-only focus
75,BCMPN5GA,journalArticle,2020,"Sanchez, O.R.; Torre, I.; Knijnenburg, B.P.",Semantic-based privacy settings negotiation and management,Future Generation Computer Systems,,0167739X (ISSN),10.1016/j.future.2019.10.024,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075372574&doi=10.1016%2Fj.future.2019.10.024&partnerID=40&md5=59dcabf5b36b77371e46bb13fcfa0b3a,"By 2020, an individual is expected to own an average of 6.58 devices that share and integrate a wealth of personal user data. The management of privacy preferences across these devices is a complex task for which users are ill-equipped, which increases privacy risks. In this paper we propose an approach that exploits Semantic Web (SW) technology to manage the user's IoT privacy preferences and negotiate the permissions for data sharing with third parties. SW technology comprises a web of data that can be processed by machines through a formal, universally shared representation. In our approach, SW enables a lightweight and interoperable communication between a Personal Data Manager (PDM) and the Third Parties (TPs) that request access to the user's personal data. The PDM can handle multiple heterogeneous personal IoT devices and manages the negotiation process between the user and the TPs in a way that can relieve users from the burden of specifying their privacy requirement for each TP. The core of the approach is the definition of the Privacy Preference for IoT (PPIoT) Ontology which is based on the Privacy Preference Ontology, the W3C Semantic Sensor Network Ontology, the Fair Information Practices (FIP) principles, and state-of-the-art recommendation techniques for privacy protection in the IoT. This ontology aims to capture the complexity of privacy management in the IoT paradigm in light of the recent General Data Protection Regulation (GDPR) of the European Union. Along with presenting the ontology, in this paper we will provide an example on how to use the PPIoT ontology for the management of privacy preferences in the fitness IoT domain and we will show how the PDM handles the process of negotiation between the user and the TPs. The approach is based on an interactive PPIoT-based Privacy Preference Model (PPM) that meets the requirements of the GDPR to have transparent and simple TP privacy policies. Finally, we will report the results of an evaluation on a mockup fitness app that implements this PPM. The main contributions of this paper are: (i) to propose an ontology for privacy preference in the IoT context, which covers a knowledge gap in existing literature and can be used for IoT privacy management, (ii) to propose an interactive PPIoT-based Privacy Preference Model, which is in accordance with the GDPR objectives. © 2019 Elsevier B.V.",2020,2026-01-17 07:02:47,2026-01-17 07:09:03,,879-898,,,111,,Future Gener Comput Syst,,,,,,Elsevier B.V.,,English,,,Scopus,,,,,,,,Ontology; Data Sharing; Data privacy; IoT; Internet of things; Complex networks; Data sharing and permission management; Fair information practices; General data protection regulations; Interoperable communications; Managers; Privacy ontology; Privacy Preference Manager; Privacy preferences; Privacy requirements; Pulse width modulation; Recommendation techniques; Sensor networks; Shared representations; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2026-01-17 10:35:16,EC5 – Non-government focus
217,DC7EB9VG,journalArticle,2010,"Alqahtani, A.; Lu, H.; Lu, J.",Towards semantic-aware and ontology-based e-Government service integration - an applicative case study of Saudi Arabia's King Abdullah Scholarship program,"Smart Innovation, Systems and Technologies",,21903018 (ISSN); 9789819617494 (ISBN); 9789819662494 (ISBN); 9789819634194 (ISBN); 9789819647170 (ISBN); 9789819612055 (ISBN); 9789819652488 (ISBN); 9783642173868 (ISBN); 9789811549168 (ISBN); 9789813341821 (ISBN); 9783030756796 (ISBN),10.1007/978-3-642-14616-9_39,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879307428&doi=10.1007%2F978-3-642-14616-9_39&partnerID=40&md5=6fac392599022a8a2601b5f2ea1a7ad2,"By improving the quality of e-government services by enabling access to services across different government agencies through one portal, services integration plays a key role in e-government development. This paper proposes a conceptual framework of ontology based e-government service integration, using Saudi Arabia's King Abdullah Scholarship Program (SAKASP) as a case study. SAKASP is a multi-domain program in which students must collect information from various Ministries to complete applications and the administering authority must verify the information supplied by the Ministries. The current implementation of SAKASP is clumsy because it is a mixture of online submission and manual collection and verification of information; its time-consuming and tedious procedures are inconvenient for the applicants and inefficient for the administrators. The proposed framework provides an integrated service by employing semantic web service (SWS) and ontology, improving the current implementation of SAKASP by automatically collecting and processing the related information for a given application. The article includes a typical scenario that demonstrates the workflow of the framework. This framework is applicable to other multi-domain e-government services. © Springer-Verlag Berlin Heidelberg 2010.",2010,2026-01-17 07:02:49,2026-01-17 07:09:03,,403-411,,,4,,Smart Innov. Syst. Technol.,,,,,,,,English,,,Scopus,,,,,,,,Semantics; Conceptual frameworks; E-government services; Information services; Application programs; Government agencies; Integrated service; Online submission; Scholarship program; Semantic-aware; Services integrations; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2026-01-17 10:40:45,EC3 – Narrow domain specificity
243,WK7WTD8B,conferencePaper,2008,"Greenhalgh, A.; James, P.; Fairbairn, D.",Geosemantics in local authority licensing,"Proc. Int. Conf. Semant. Web Web Serv., SWWS",1601320892 (ISBN); 9781601320896 (ISBN),,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-62749137449&partnerID=40&md5=7f93f6a60f8f936b403753c041bd6a08,"A use case is developed for semantic interoperability in the local government licensing process. Issues with current licence management systems are also considered. A system is then developed to meet the use case requirements. Development utilises the UK's Digital National Framework, ""an industry standard for integrating and sharing business and geographic information from multiple sources"" [1] and the standards and tools of the semantic web. A high level licensing process ontology is developed, while others are built representing specific licensing legislation. A licence management system is built which uses these ontologies in linking licence applications, including spatial information, to their legal framework. This allows engagement by licensing stakeholders who hold differing perspectives and understandings of the process and core objects.",2008,2026-01-17 07:02:49,2026-01-17 07:09:03,,217-223,,,,,,,,,,,,,English,,,Scopus,,,,"Journal Abbreviation: Proc. Int. Conf. Semant. Web Web Serv., SWWS",,,,Interoperability; Semantic Web; Ontology; Semantics; Web services; Standardization; Semantic interoperability; Information theory; Laws and legislation; Management systems; Legal frameworks; Spatial informations; Management; Geographic informations; Geosemantics; Industry standards; Licensing process; Local authorities; Local governments; Multiple sources; Spatial data infrastructures; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2026-01-17 10:41:34,EC2 – Tool- or implementation-only focus
4,3MDST2H8,conferencePaper,2025,"Calancea, C.-G.; Alboaie, L.",Semantic and LLM-Enhanced Data Integration for FAIR-Compliant B2B and B2G Ecosystems,Procedia Comput. Sci.,18770509 (ISSN); 9781510849914 (ISBN),,10.1016/j.procs.2025.09.327,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105024060984&doi=10.1016%2Fj.procs.2025.09.327&partnerID=40&md5=51f4bd30b09cb8a950b784c8f6c2d2be,"In today's data-driven environment, organizations increasingly depend on high-quality, interoperable data. This research presents a scalable, FAIR-compliant (Findable, Accessible, Interoperable, Reusable) data integration and governance framework for business-to-business (B2B) and business-to-government (B2G) contexts, addressing both metadata and data interoperability. The solution combines ETL pipelines, Semantic Web technologies, and Large Language Models (LLMs). Metadata interoperability is achieved via RDF schemas, SKOS vocabularies, and linked data principles; data-level integration is supported through schema mapping, format conversion, and LLM-assisted transformation. A dynamic ETL process uses semantic schema mapping and LLM-driven vocabulary suggestions to reduce manual alignment with domain ontologies. The framework is validated through a formal evaluation strategy combining real-world B2B and B2G case studies with comparative analysis against existing solutions. The system's applicability spans across critical B2B and B2G scenarios in domains such as finance, healthcare, public administration and logistics, illustrating its capacity to enable trustworthy data sharing and governance across institutional and organizational boundaries. © 2025 Elsevier B.V.. All rights reserved.",2025,2026-01-17 07:02:47,2026-01-17 07:09:03,,2066-2075,,,270,,,,,,,,Elsevier B.V.,,English,,,Scopus,,,,Journal Abbreviation: Procedia Comput. Sci.,,,,Interoperability; Semantic Web; Ontology; Public administration; Metadata; Integration; Language model; B2B2G data sharing; B2B2G Data Sharing; Continuous Data Integration; Continuous data integrations; Data governances; Data integration; Data Sharing; Enterprise data; Enterprise data governance; Enterprise Data Governance; Government data processing; Large language model-assisted semantic data modeling; LLM-assisted Semantic Data Modeling; Mapping; Metadata interoperability; Semantic data model; LR_Query: Scopus_02,,"Chen, Y.-W.; Howlett, R.J.; Howlett, R.J.; Jain, L.C.; Jain, L.C.; Flearmoy, J.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Procedia Computer Science,,,,,,,,,,,,,,,,0,2026-01-17 10:42:06,EC2 – Tool- or implementation-only focus
82,QFBAW8B6,conferencePaper,2020,"Akatkin, Y.; Yasinovskaya, E.",Semantic Business Process Modeling as the Key to Interoperable Public Services in Seamless E-Government,Commun. Comput. Info. Sci.,18650929 (ISSN); 9789819671748 (ISBN); 9789819664610 (ISBN); 9783032026743 (ISBN); 9783032008831 (ISBN); 9783032026712 (ISBN); 9789819671779 (ISBN); 9783031949425 (ISBN); 9789819666874 (ISBN); 9783031936968 (ISBN); 9783031941207 (ISBN),,10.1007/978-3-030-39296-3_14,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082550056&doi=10.1007%2F978-3-030-39296-3_14&partnerID=40&md5=dde801e56c49c32e785a99b650417811,"Essential for digitalization all-as-a-service model causes the shift of state priorities from a simple provision of public information to the delivery of high-quality and efficient public services. This aspect brings a particular importance to the reengineering of public administration procedures aiming to provide public services at a new level. In this paper we propose the approach to the design and modernization of public services, as well as related business processes, which combines existing modeling methods with the enterprise architecture frameworks to ensure semantic interoperability not only at the data models level but using executable models of public service. We represent the method of public services development as semantic business processes in the context of enterprise architecture together with the results of its pilot implementation and evaluation. © Springer Nature Switzerland AG 2020.",2020,2026-01-17 07:02:47,2026-01-17 07:09:03,,179-193,,,1135 CCIS,,,,,,,,Springer,,English,,,Scopus,,,,Journal Abbreviation: Commun. Comput. Info. Sci.,,,,Interoperability; Semantics; Public administration; Data Sharing; Semantic interoperability; e-government; Systems engineering; Business process modeling; Business Process; Business process model; Data-centricity; Digital government; Digitalization; Information sharing; Model-oriented approach; Process engineering; Semantic business process; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17,,"Chugunov, A.; Trutnev, D.; Khodachek, I.; Misnikov, Y.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Communications in Computer and Information Science,,,,,,,,,,,,,,,,0,2026-01-17 10:42:57,EC1 – Off-topic
290,RTV422LD,journalArticle,2003,"Yang, C.C.; Luk, J.",Automatic generation of English/Chinese thesaurus based on a parallel corpus in laws,Journal of the American Society for Information Science and Technology,,15322882 (ISSN),10.1002/asi.10259,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0038636498&doi=10.1002%2Fasi.10259&partnerID=40&md5=72ff27b5411397c511b76e026f72e1c5,"The information available in languages other than English in the World Wide Web is increasing significantly. According to a report from Computer Economics in 1999, 54% of Internet users are English speakers (""English Will Dominate Web for Only Three More Years,"" Computer Economics, July 9, 1999, http://www.computereconomics.com/new4/pr/pr990610.html). However, it is predicted that there will be only 60% increase in Internet users among English speakers verses a 150% growth among non-English speakers for the next five years. By 2005, 57% of Internet users will be non-English speakers. A report by CNN.com in 2000 showed that the number of Internet users in China had been increased from 8.9 million to 16.9 million from January to June in 2000 (""Report: China Internet users double to 17 million,"" CNN.com, July, 2000, http://cnn.org/2000/TECH/computing/07/27/china.internet.reut/index.html). According to Nielsen/NetRatings, there was a dramatic leap from 22.5 millions to 56.6 millions Internet users from 2001 to 2002. China had become the second largest global at-home Internet population in 2002 (US's Internet population was 166 millions) (Robyn Greenspan, ""China Pulls Ahead of Japan,"" Internet.com, April 22, 2002, http://cyberatlas.internet.com/big_picture/geographics/article/0,,5911_1013841,0 0.html). All of the evidences reveal the importance of crosslingual research to satisfy the needs in the near future. Digital library research has been focusing in structural and semantic interoperability in the past. Searching and retrieving objects across variations in protocols, formats and disciplines are widely explored (Schatz, B., & Chen, H. (1999). Digital libraries: technological advances and social impacts. IEEE Computer, Special Issue on Digital Libraries, February, 32(2), 45-50.; Chen, H., Yen, J., & Yang, C.C. (1999). International activities: development of Asian digital libraries. IEEE Computer, Special Issue on Digital Libraries, 32(2), 48-49). However, research in crossing language boundaries, especially across European languages and Oriental languages, is still in the initial stage. In this proposal, we put our focus on cross-lingual semantic interoperability by developing automatic generation of a cross-lingual thesaurus based on English/Chinese parallel corpus. When the searchers encounter retrieval problems, professional librarians usually consult the thesaurus to identify other relevant vocabularies. In the problem of searching across language boundaries, a cross-lingual thesaurus, which is generated by co-occurrence analysis and Hopfield network, can be used to generate additional semantically relevant terms that cannot be obtained from dictionary. In particular, the automatically generated cross-lingual thesaurus is able to capture the unknown words that do not exist in a dictionary, such as names of persons, organizations, and events. Due to Hong Kong's unique history background, both English and Chinese are used as official languages in all legal documents. Therefore, English/Chinese cross-lingual information retrieval is critical for applications in courts and the government. In this paper, we develop an automatic thesaurus by the Hopfield network based on a parallel corpus collected from the Web site of the Department of Justice of the Hong Kong Special Administrative Region (HKSAR) Government. Experiments are conducted to measure the precision and recall of the automatic generated English/Chinese thesaurus. The result shows that such thesaurus is a promising tool to retrieve relevant terms, especially in the language that is not the same as the input term. The direct translation of the input term can also be retrieved in most of the cases.",2003,2026-01-17 07:02:49,2026-01-17 07:09:03,,671-682,,7,54,,J. Am. Soc. Inf. Sci. Technol.,,,,,,,,English,,,Scopus,,,,,,,,Interoperability; Semantics; Thesauri; Information retrieval; Query languages; Search engines; Digital libraries; User interfaces; World Wide Web; Chinese thesaurus; English thesaurus; Hopfield network; Network protocols; Parallel Corpus laws; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2026-01-17 10:45:05,EC3 – Narrow domain specificity
24,V3HXUEYK,conferencePaper,2024,"Aracri, R.M.; Frisardi, D.; Radini, R.; Santarelli, V.",Empowering e-services through the Semantic Web,CEUR Workshop Proc.,16130073 (ISSN); 9789666544899 (ISBN); 9788073780029 (ISBN); 9788024810256 (ISBN); 9789986342748 (ISBN); 9788073781712 (ISBN); 9782954494807 (ISBN); 9788024823911 (ISBN); 9789562361989 (ISBN); 8024810255 (ISBN); 807378002X (ISBN),,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85205543910&partnerID=40&md5=7480db3ed9ee7570fae0f2335f10dc75,"This article illustrates how to enhance data interoperability among Public Administrations (PPAA) by leveraging the publication of e-services based on Semantic Web (SW) technologies such as ontologies, controlled vocabularies, and data schemas, which, through standard languages like OWL [6], RDF[12], and SPARQL [5], ensure harmonization, integrability, and unique semantics for representing administrative data. Furthermore, the potential benefits of implementing semantic e-services through Ontology-based Data Management (OBDM), a data governance methodology that enables data services through ontologies, decoupling their implementation from the physical data sources of PPAA, are discussed. Additionally, the advantages for PPAA of data exchange through semantic e-services utilizing concepts published in the Schema platform, developed by the National Data Catalog project funded through PNRR funds, will be highlighted in the presented use case. © 2024 Copyright for this paper by its authors.",2024,2026-01-17 07:02:47,2026-01-17 07:09:03,,424-429,,,3762,,,,,,,,CEUR-WS,,English,,,Scopus,,,,Journal Abbreviation: CEUR Workshop Proc.,,,,Semantic Web; Ontology; Information management; Ontology's; Semantic-Web; controlled vocabulary; Data interoperability; data schema; Data schema; e-service; E-services; OBDM; ontology; Ontology-based; Ontology-based data management; PNRR; PPAA; Service-based; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17,,"Di Martino, S.; Sansone, C.; Masciari, E.; Rossi, S.; Gravina, M.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CEUR Workshop Proceedings,,,,,,,,,,,,,,,,0,2026-01-17 11:25:22,EC2 – Tool- or implementation-only focus
128,PAHTQRSS,journalArticle,2016,"Ritschel, B.; Borchert, F.; Kneitschel, G.; Neher, G.; Schildbach, S.; Iyemori, T.; Koyama, Y.; Yatagai, A.; Hori, T.; Hapgood, M.; Belehaki, A.; Galkin, I.; King, T.","Experiments using Semantic Web technologies to connect IUGONET, ESPAS and GFZ ISDC data portals","Earth, Planets and Space",,13438832 (ISSN); 18805981 (ISSN),10.1186/s40623-016-0542-x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994844626&doi=10.1186%2Fs40623-016-0542-x&partnerID=40&md5=a0f5651b52461d921754549595aa1926,"E-science on the Web plays an important role and offers the most advanced technology for the integration of data systems. It also makes available data for the research of more and more complex aspects of the system earth and beyond. The great number of e-science projects founded by the European Union (EU), university-driven Japanese efforts in the field of data services and institutional anchored developments for the enhancement of a sustainable data management in Germany are proof of the relevance and acceptance of e-science or cyberspace-based applications as a significant tool for successful scientific work. The collaboration activities related to near-earth space science data systems and first results in the field of information science between the EU-funded project ESPAS, the Japanese IUGONET project and the GFZ ISDC-based research and development activities are the focus of this paper. The main objective of the collaboration is the use of a Semantic Web approach for the mashup of the project related and so far inoperable data systems. Both the development and use of mapped and/or merged geo and space science controlled vocabularies and the connection of entities in ontology-based domain data model are addressed. The developed controlled vocabularies for the description of geo and space science data and related context information as well as the domain ontologies itself with their domain and cross-domain relationships will be published in Linked Open Data. © 2016 The Author(s).",2016,2026-01-17 07:02:48,2026-01-17 07:09:03,,,,1,68,,Earth Planets Space,,,,,,Springer Berlin,,English,,,Scopus,,,,,,,,Semantic Web; Linked Open Data; metadata; European Union; Domain ontology; Controlled vocabulary; data management; Data system; E-science; geology; Germany; research and development; System mashup; technology adoption; Terminological ontology; World Wide Web; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2026-01-17 11:26:17,EC3 – Narrow domain specificity
258,UDSS5CHW,conferencePaper,2007,"Álvarez Sabucedo, L.A.; Anido-Rifón, L.A.",Semantic support to reformulate public services in terms of life events,"Int. Conf. Softw. Eng. Knowl. Eng., SEKE",9781627486613 (ISBN),,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84886872414&partnerID=40&md5=8d7934fd903fa7ebf045fb89417f217b,"Resources devoted to eGovernment make it possible the soaring amount of solutions and projects available nowadays. These projects take place in administrations from different levels and provide solutions that are not driven by a common infrastructure. Main shortcomings due to these phenomena are related to lacks of interoperability and difficulties for locating desired services. As a result, the digital gap may get bigger. To overcome these drawbacks, a semantic approach based on LifeEvents, a concept presented in the paper, is proposed. By means of LifeEvents, an interoperable manner to address needs from the point of view of the citizen is developed. As they are described using OWL, powerful semantic resources are available. A process of analysis in the domain has been conducted and this turns out in a powerful ontology that may support the characterization of Life Events. The goal is to allow not only already defined LifeEvents but also those identified in the future. Even more, once LifeEvents are defined by means of an ontology, they are susceptible of being published under the form of Semantic Web Services. Thus, it is possible to enable enhancements about composition, discovery and organization, as shown in the paper, within the framework of this proposal. Copyright © (2007) by Knowledge Systems Institute (KSI).",2007,2026-01-17 07:02:49,2026-01-17 07:09:03,,632-636,,,,,,,,,,,,,English,,,Scopus,,,,"Journal Abbreviation: Int. Conf. Softw. Eng. Knowl. Eng., SEKE",,,,Interoperability; Semantics; Public services; e-Government; Knowledge engineering; Software engineering; Semantic resources; Life events; Semantic approach; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2026-01-17 11:26:52,EC3 – Narrow domain specificity
