"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"E6L5GJYR","conferencePaper","2021","Rojas, J.A.; Aguado, M.; Vasilopoulou, P.; Velitchkov, I.; van Assche, D.; Colpaert, P.; Verborgh, R.","Leveraging Semantic Technologies for Digital Interoperability in the European Railway Domain","Lect. Notes Comput. Sci.","03029743 (ISSN); 9789819698936 (ISBN); 9789819698042 (ISBN); 9789819698110 (ISBN); 9789819698905 (ISBN); 9783032004949 (ISBN); 9789819512324 (ISBN); 9783032026019 (ISBN); 9783032008909 (ISBN); 9783031915802 (ISBN); 9789819698141 (ISBN)","","10.1007/978-3-030-88361-4_38","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116869983&doi=10.1007%2F978-3-030-88361-4_38&partnerID=40&md5=e58fbfe9952e042ebf5d8ea7f97dd4f3","The European Union Agency for Railways is an European authority, tasked with the provision of a legal and technical framework to support harmonized and safe cross-border railway operations throughout the EU. So far, the agency relied on traditional application-centric approaches to support the data exchange among multiple actors interacting within the railway domain. This lead however, to isolated digital environments that consequently added barriers to digital interoperability while increasing the cost of maintenance and innovation. In this work, we show how Semantic Web technologies are leveraged to create a semantic layer for data integration across the base registries maintained by the agency. We validate the usefulness of this approach by supporting route compatibility checks, a highly demanded use case in this domain, which was not available over the agency’s registries before. Our contributions include (i) an official ontology for the railway infrastructure and authorized vehicle types, including 28 reference datasets; (ii) a reusable Knowledge Graph describing the European railway infrastructure; (iii) a cost-efficient system architecture that enables high-flexibility for use case development; and (iv) an open source and RDF native Web application to support route compatibility checks. This work demonstrates how data-centric system design, powered by Semantic Web technologies and Linked Data principles, provides a framework to achieve data interoperability and unlock new and innovative use cases and applications. Based on the results obtained during this work, ERA officially decided to make Semantic Web and Linked Data-based approaches, the default setting for any future development of the data, registers and specifications under the agency’s remit for data exchange mandated by the EU legal framework. The next steps, which are already underway, include further developing and bringing these solutions to a production-ready state. © 2021, Springer Nature Switzerland AG.","2021","2026-01-17 07:02:47","2026-01-17 07:09:03","","648-664","","","12922 LNCS","","","","","","","","Springer Science and Business Media Deutschland GmbH","","English","","","Scopus","","","","Journal Abbreviation: Lect. Notes Comput. Sci.","","","","Interoperability; Semantic Web; Cross-border; European union; Data integration; Electronic data interchange; Semantic Web technology; Knowledge management; Computer software reusability; Linked data; Semantic technologies; European authorities; European railways; Legal frameworks; Railroad transportation; Railroads; Railway infrastructure; Railway operations; Technical frameworks; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17","","Hotho, A.; Blomqvist, E.; Dietze, S.; Fokoue, A.; Ding, Y.; Barnaghi, P.; Haller, A.; Dragoni, M.; Alani, H.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Lecture Notes in Computer Science","","","","","","","","","","","","","","",""
"7JAAD8QL","conferencePaper","2021","Santos, G.; Pinto, T.; Vale, Z.; Corchado Rodríguez, J.M.","Semantic Interoperability for Multiagent Simulation and Decision Support in Power Systems","Commun. Comput. Info. Sci.","18650929 (ISSN); 9789819671748 (ISBN); 9789819664610 (ISBN); 9783032026743 (ISBN); 9783032008831 (ISBN); 9783032026712 (ISBN); 9789819671779 (ISBN); 9783031949425 (ISBN); 9789819666874 (ISBN); 9783031936968 (ISBN); 9783031941207 (ISBN)","","10.1007/978-3-030-85710-3_18","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116443592&doi=10.1007%2F978-3-030-85710-3_18&partnerID=40&md5=a28997000565aeda76d4b8d7bf92c9ba","Electricity markets are complex and dynamic environments with very particular characteristics. Ambitious goals, including those set by the European Union, foster the increased use of distributed generation, essentially based on renewable energy sources. This requires major changes in electricity markets and energy systems, namely through the adoption of the smart grid paradigm. The use of simulation tools and the study of different market mechanisms and the relationships between their stakeholders are essential. One of the main challenges in this area is developing decision support tools to address the problem as a whole. This work contributes to increasing interoperability between heterogeneous systems, namely agent-based, directed to the study of electricity markets, the operation of smart grid, and energy management. To this end, this work proposes the use of ontologies to ease the interaction between entities of different natures and the use of semantic web technologies to develop more intelligent and flexible tools. A multiagent systems society, composed of several heterogeneous multiagent systems, which interact using the proposed ontologies, is presented as a proof-of-concept. © 2021, Springer Nature Switzerland AG.","2021","2026-01-17 07:02:47","2026-01-17 07:09:03","","215-226","","","1472 CCIS","","","","","","","","Springer Science and Business Media Deutschland GmbH","","English","","","Scopus","","","","Journal Abbreviation: Commun. Comput. Info. Sci.","","","","Interoperability; Ontology; European union; Ontology's; Semantic interoperability; Decision support systems; Ontologies; Complex environments; Decision supports; Dynamic environments; Economic and social effects; Electric power transmission networks; Electricity markets; Multi agent systems; Multi-agent systems; Multi-agents simulations; Multiagent decisions; Power; Power markets; Renewable energy resources; Smart grid; Smart Grids; Smart power grids; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17","","De La Prieta, F.; El Bolock, A.; Durães, D.; Carneiro, J.; Lopes, F.; Julian, V.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Communications in Computer and Information Science","","","","","","","","","","","","","","",""
"VAUM9E6C","journalArticle","2021","Wang, Z.; Song, Z.; Yu, G.; Wang, X.","An Ontology for Chinese Government Archives Knowledge Representation and Reasoning","IEEE Access","","","10.1109/ACCESS.2021.3112001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114710392&doi=10.1109%2FACCESS.2021.3112001&partnerID=40&md5=53a9fe362519b00252b4e0cb60a4291f","Government archives comprise a series of documents or important information resources produced or used by government departments to meet the needs of economic and social governance, fulfill government functions, and perform official activities. They have inestimable value in economic development, social operations, and strategy. However, due to the lack of effective application of knowledge management technology, government information resources are locked in archive records, making it difficult to achieve knowledge organization and interoperability. Based on the theories and methods of the semantic web and semantic ontology construction, we summarize the relevant domain knowledge of government archives and construct the Chinese Government Archive Ontology (GAO) with the collection of government archives as the data. The ontology model implements the semantic interoperability between government archives and performs knowledge representation and reasoning on their content. We define the classes and properties of GAO, describe its creation process in detail, and demonstrate its applicability in practice through SPARQL query and event logical representation based on the 5W1H framework. GAO is capable of realizing linked data and discovering the knowledge hidden behind the policies of various agencies and departments, which can serve scientific decision-making and the economic society, regulate institutional powers, and further promote the research and practice of archival science in the digital age. © 2013 IEEE.","2021","2026-01-17 07:02:47","2026-01-17 07:09:03","","130199-130211","","","9","","IEEE Access","","","","","","Institute of Electrical and Electronics Engineers Inc.","","English","","","Scopus","","","","","","","","Interoperability; Ontology; Decision making; Knowledge representation; Semantic interoperability; Knowledge management; semantic ontology; Digital storage; Government archives; Government departments; Government information; Knowledge management technology; Knowledge organization; Knowledge representation and reasoning; Logical representations; Protégé; RDF schemas; Scientific decisions; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MLFCF5TL","journalArticle","2021","Sung, H.-Y.; Chi, Y.-L.","Applications of Semantic Web in integrating open data and bibliographic records: a development example of an infomediary of Taiwanese indigenous people","Electronic Library","","02640473 (ISSN)","10.1108/EL-09-2020-0258","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107756961&doi=10.1108%2FEL-09-2020-0258&partnerID=40&md5=96b481d7378a74fd801179cc00f174db","Purpose: This study aims to develop a Web-based application system called Infomediary of Taiwanese Indigenous Peoples (ITIP) that can help individuals comprehend the society and culture of indigenous people. The ITIP is based on the use of Semantic Web technologies to integrate a number of data sources, particularly including the bibliographic records of a museum. Moreover, an ontology model was developed to help users search cultural collections by topic concepts. Design/methodology/approach: Two issues were identified that needed to be addressed: the integration of heterogeneous data sources and semantic-based information retrieval. Two corresponding methods were proposed: SPARQL federated queries were designed for data integration across the Web and ontology-driven queries were designed to semantically search by knowledge inference. Furthermore, to help users perform searches easily, three searching interfaces, namely, ethnicity, region and topic, were developed to take full advantage of the content available on the Web. Findings: Most open government data provides structured but non-resource description framework data, Semantic Web consumers, therefore, require additional data conversion before the data can be used. On the other hand, although the library, archive and museum (LAM) community has produced some emerging linked data, very few data sets are released to the general public as open data. The Semantic Web’s vision of “web of data” remains challenging. Originality/value: This study developed data integration from various institutions, including those of the LAM community. The development was conducted based on the mode of non-institution members (i.e. institutional outsiders). The challenges encountered included uncertain data quality and the absence of institutional participation. © 2021, Emerald Publishing Limited.","2021","2026-01-17 07:02:47","2026-01-17 07:09:03","","337-353","","2","39","","Electron. Libr.","","","","","","Emerald Group Holdings Ltd.","","English","","","Scopus","","","","","","","","Semantic Web; semantic web; human; ontology; government; Linked data; Open data; adult; article; consumer; data integration; data quality; ethnicity; indigenous people; Indigenous people; information center; information retrieval; vision; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KHIUZ7BB","conferencePaper","2021","Delaney, S.; Schmidt, D.; Chan, C.C.K.","Present Clinicians with the Most Relevant Patient Healthcare Data Through the Integration of Graph DB, Semantic Web and Blockchain Technologies","Lect. Notes Networks Syst.","23673370 (ISSN); 9789819652372 (ISBN); 9783031931055 (ISBN); 9789819662968 (ISBN); 9783031999963 (ISBN); 9783031950162 (ISBN); 9783031947698 (ISBN); 9783032004406 (ISBN); 9783031910074 (ISBN); 9783032066671 (ISBN); 9783031926105 (ISBN)","","10.1007/978-3-030-75078-7_60","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106446385&doi=10.1007%2F978-3-030-75078-7_60&partnerID=40&md5=e997ff11619224d053dd57c0e5a0d091","Many governments are examining the move to a unified patient centric healthcare system to reduce costs and improve healthcare services. This would provide clinicians (A Clinician is a healthcare professional who deals directly with a patient, such as doctors, nurses, pharmacists, specialists and first responders.) with a holistic view of all patient data. Combined with increases in patient data generated by advances in medical devices, it allows the extract of more information increasing recall, but it requires great cognitive effort to identify relevant information. This additional effort will exasperate the impact of the trend of decreasing time clinicians have to interact with their patients. It raises the risk to clinicians of cognitive overload. This paper proposes a solution that presents clinicians with the most relevant patient healthcare data based on the clinicians role and the healthcare scenario. The goal is to provide the clinician a more efficient method to determine the proper treatment. This proposal is applicable to current scenarios where the key relevant data is readily available. © 2021, The Author(s), under exclusive license to Springer Nature Switzerland AG.","2021","2026-01-17 07:02:47","2026-01-17 07:09:03","","606-616","","","227","","","","","","","","Springer Science and Business Media Deutschland GmbH","","English","","","Scopus","","","","Journal Abbreviation: Lect. Notes Networks Syst.","","","","Interoperability; Ontology; Blockchain; Semantic web; Privacy; Clinicians; EHR; EHR relevancy; Graph DB; Healthcare; Medical; Patient; Semantic DB; Shared data; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17","","Barolli, L.; Woungang, I.; Enokido, T.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Lecture Notes in Networks and Systems","","","","","","","","","","","","","","",""
"UY63UBKW","journalArticle","2021","Albertoni, R.; De Martino, M.; Quarati, A.","Documenting Context-Based Quality Assessment of Controlled Vocabularies","IEEE Transactions on Emerging Topics in Computing","","","10.1109/TETC.2018.2865094","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051661086&doi=10.1109%2FTETC.2018.2865094&partnerID=40&md5=85fecf3c91b29660dfe0b3d6b47f1be0","Access to e-Government data is challenging due to the heterogeneity and complexity of the public information ecosystem. Controlled Vocabularies (CVs) provide a key to disclosing the potential of Open Government data, by supplying common terms for marking up metadata and data in a consistent and coherent way. However, quality information is needed to help public institutions decide whether to adopt an existing or newly created CV. The paper discusses how to evaluate and document CV quality thus facilitating a comparison of different controlled vocabularies based on contextual information. The Analytical Hierarchy Process (AHP) is adopted to assess the overall quality and rank of a controlled vocabulary, by integrating various quality dimensions according to the decision maker's needs. A set of e-Government controlled vocabularies that facilitate the semantic interoperability of e-Government data are selected as a testbed, and updated quality values are made available as Linked Data. Multi-step guidelines are also defined promoting and complementing the adoption of W3C recommendations to provide machine-readable quality metadata. This fosters reliability and re-usability by providing consumers with information on the assessment process carried out and the outcomes achieved. We illustrate the application of these guidelines by focusing on provenance and quality documentation. © 2013 IEEE.","2021","2026-01-17 07:02:47","2026-01-17 07:09:03","","144-160","","1","9","","IEEE Trans. Emerg. Top. Comput.","","","","","","IEEE Computer Society","","English","","","Scopus","","","","","","","","Interoperability; Semantics; Metadata; Thesauri; Vocabulary control; Decision making; Data quality; Controlled vocabularies; Data integrity; e-government; Electronic government; data quality; analytic hierarchy process; Analytic hierarchy process; context; Electronic assessment; Measurement; metadata; Process control; Quality assessment; Vocabulary; workflow provenance; Workflow provenances; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BCMPN5GA","journalArticle","2020","Sanchez, O.R.; Torre, I.; Knijnenburg, B.P.","Semantic-based privacy settings negotiation and management","Future Generation Computer Systems","","0167739X (ISSN)","10.1016/j.future.2019.10.024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075372574&doi=10.1016%2Fj.future.2019.10.024&partnerID=40&md5=59dcabf5b36b77371e46bb13fcfa0b3a","By 2020, an individual is expected to own an average of 6.58 devices that share and integrate a wealth of personal user data. The management of privacy preferences across these devices is a complex task for which users are ill-equipped, which increases privacy risks. In this paper we propose an approach that exploits Semantic Web (SW) technology to manage the user's IoT privacy preferences and negotiate the permissions for data sharing with third parties. SW technology comprises a web of data that can be processed by machines through a formal, universally shared representation. In our approach, SW enables a lightweight and interoperable communication between a Personal Data Manager (PDM) and the Third Parties (TPs) that request access to the user's personal data. The PDM can handle multiple heterogeneous personal IoT devices and manages the negotiation process between the user and the TPs in a way that can relieve users from the burden of specifying their privacy requirement for each TP. The core of the approach is the definition of the Privacy Preference for IoT (PPIoT) Ontology which is based on the Privacy Preference Ontology, the W3C Semantic Sensor Network Ontology, the Fair Information Practices (FIP) principles, and state-of-the-art recommendation techniques for privacy protection in the IoT. This ontology aims to capture the complexity of privacy management in the IoT paradigm in light of the recent General Data Protection Regulation (GDPR) of the European Union. Along with presenting the ontology, in this paper we will provide an example on how to use the PPIoT ontology for the management of privacy preferences in the fitness IoT domain and we will show how the PDM handles the process of negotiation between the user and the TPs. The approach is based on an interactive PPIoT-based Privacy Preference Model (PPM) that meets the requirements of the GDPR to have transparent and simple TP privacy policies. Finally, we will report the results of an evaluation on a mockup fitness app that implements this PPM. The main contributions of this paper are: (i) to propose an ontology for privacy preference in the IoT context, which covers a knowledge gap in existing literature and can be used for IoT privacy management, (ii) to propose an interactive PPIoT-based Privacy Preference Model, which is in accordance with the GDPR objectives. © 2019 Elsevier B.V.","2020","2026-01-17 07:02:47","2026-01-17 07:09:03","","879-898","","","111","","Future Gener Comput Syst","","","","","","Elsevier B.V.","","English","","","Scopus","","","","","","","","Ontology; Data Sharing; Data privacy; IoT; Internet of things; Complex networks; Data sharing and permission management; Fair information practices; General data protection regulations; Interoperable communications; Managers; Privacy ontology; Privacy Preference Manager; Privacy preferences; Privacy requirements; Pulse width modulation; Recommendation techniques; Sensor networks; Shared representations; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FSGHHG44","conferencePaper","2020","Nagpal, N.; Verma, P.; Kumar, P.","Evaluation of information retrieval performance metrics using real estate ontology","Proc. Int. Conf. Smart Syst. Inven. Technol., ICSSIT","9781728158211 (ISBN)","","10.1109/ICSSIT48917.2020.9214285","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85094808230&doi=10.1109%2FICSSIT48917.2020.9214285&partnerID=40&md5=bb89a66a85c839d8f5f916864c950f48","With an ever-increasing data over the internet, efficient information retrieval of data for its users has always been on stake. The issue is deeper when it comes to e-governance based real estate scenario, where there is a lack of interoperability found in buying and selling of property formats and loads of miscellaneous legal terminology that fetches inappropriate legal documentation for the users. Hence in today's Semantic web scenario, a Real estate ontology has been proposed under the Real Estate Information Retrieval Model and the model is evaluated by applying various information retrieval measures. This paper shows the implementation and analysis of various popular information retrieval metrics, be it a set retrieval or rank retrieval that can be used for performance evaluation of web retrieval of data. The proposed system depicts better results in almost all the metrics as compared to the initial user query set. © 2020 IEEE.","2020","2026-01-17 07:02:47","2026-01-17 07:09:03","","102-106","","","","","","","","","","","Institute of Electrical and Electronics Engineers Inc.","","English","","","Scopus","","","","Journal Abbreviation: Proc. Int. Conf. Smart Syst. Inven. Technol., ICSSIT","","","","Ontology; Information retrieval; Ontologies; e-government; Analysis of various; E-governance; Information retrieval models; Information retrieval performance; Legal documentation; Performance Evaluation; Precision; Rank retrieval metrics; Real estate; Recall; Set retrieval metrics; User query; Web retrieval; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IVB65JJR","conferencePaper","2020","Tcharaktchiev, D.; Krastev, E.; Pétrossians, P.; Abanos, S.; Kyurkchiev, H.; Kovatchev, P.","Cross-border exchange of clinical data using archetype concepts compatible with the international patient summary","Stud. Health Technol. Informatics","09269630 (ISSN); 9781643685939 (ISBN); 9781643685946 (ISBN); 9781643683409 (ISBN); 1586031430 (ISBN); 9781607508052 (ISBN); 9781586037512 (ISBN); 1586036475 (ISBN); 1586032038 (ISBN); 9051993625 (ISBN); 9781614996521 (ISBN)","","10.3233/SHTI200221","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086886287&doi=10.3233%2FSHTI200221&partnerID=40&md5=69b356a380aa6503b972b88c495b9c3a","This paper proposes an approach and demonstrates its application for cross- border exchange of clinical documents oriented towards the use of archetype concepts and international patient summary standards adopted in the European Union. A novelty in this approach is the management of native XML instances of an archetype concept in the CEN 13606 standard by means of a native XML database and XML technologies. The computer experiments demonstrate that it is suitable for representing relatively small clinical datasets such as those describing rare diseases like the Acromegaly illness, where the semantic context in the relatively small number of symptoms is practicable to tag in terms of SNOMED-CT terminology codes. Additionally, we demonstrate that the semantically enriched information model can facilitate secondary use of clinical data by visualizing the execution of queries based on standard terminologies. Finally, the compatibility of the information model with the IPS standard enables sharing of clinical data among different information models. © 2020 European Federation for Medical Informatics (EFMI) and IOS Press.","2020","2026-01-17 07:02:47","2026-01-17 07:09:03","","552-556","","","270","","","","","","","","IOS Press Nieuwe Hemweg 6B Amsterdam 1013 BG","","English","","","Scopus","","","","Journal Abbreviation: Stud. Health Technol. Informatics","","","","Semantics; XML; Terminology; Data Sharing; Semantic interoperability; Information Modeling; Information theory; Databases, Factual; factual database; Native XML database; semantics; standard; Systematized Nomenclature of Medicine; Medical informatics; Diseases; CEN 13606 archetype; Computer experiment; E-health; European Union; Information models; International patient summary; ITS applications; Native xml database; Patient summaries; Rare disease register; Reference Standards; Semantic context; XML technology; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17","","Pape-Haugaard, L.B.; Lovis, C.; Madsen, I.C.; Weber, P.; Nielsen, P.H.; Scott, P.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Studies in Health Technology and Informatics","","","","","","","","","","","","","","",""
"QYG8F88X","conferencePaper","2020","Bihl, T.J.; Talbert, M.","Analytics for autonomous C4ISR within e-government: A research agenda","Proc. Annu. Hawaii Int. Conf. Syst. Sci.","15301605 (ISSN); 9780769530758 (ISBN); 0818673249 (ISBN); 0769514359 (ISBN); 0818632305 (ISBN); 9780998133119 (ISBN); 0769530753 (ISBN); 0769525075 (ISBN); 9780998133140 (ISBN); 9780998133126 (ISBN); 9780769525075 (ISBN)","","10.24251/hicss.2020.271","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108155686&doi=10.24251%2Fhicss.2020.271&partnerID=40&md5=a59f75cce44f57ccca23dbf75e1a41f3","e-Government enables big data analytics to support decision processes in governing. C4ISR (Command, Control, Communications, Computers, Intelligence, Surveillance and Reconnaissance) is essentially e-Government scoped to military decision processes. The value of big data and its challenges are common to both. High variety and demand for veracity compel domain expertise-specific data analysis, and increasing volume and velocity hinder data analytics at scale. These conditions challenge even highly automated methods for comprehensive cross-domain analytics, and motivate cognitive approaches such as underlie Autonomous Systems (AS) aimed at C4ISR. a C4ISR framework is examined by parts, linking each C to ISR capability, and a taxonomy of analytics is extended to include cognitive autonomy enablers. Coupling these frameworks, the authors propose an extension of cognitive approaches for autonomy in C4ISR to e-Government in general and outline a research agenda for attaining it. © 2020 IEEE Computer Society. All rights reserved.","2020","2026-01-17 07:02:47","2026-01-17 07:09:03","","2218-2227","","","2020-January","","","","","","","","IEEE Computer Society","","English","","","Scopus","","","","Journal Abbreviation: Proc. Annu. Hawaii Int. Conf. Syst. Sci.","","","","Advanced Analytics; e-Government; e-government; Big data; Cognitive approaches; Cognitive systems; Command control; Computer intelligences; Control communications; Data analytics; Data Analytics; Decision process; Domain expertise; Intelligence surveillance and reconnaissances; Research agenda; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17","","Bui, T.X.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Proceedings of the Annual Hawaii International Conference on System Sciences","","","","","","","","","","","","","","",""
"V5PN4DN6","conferencePaper","2020","Krastev, E.; Kovatchev, P.; Tcharaktchiev, D.; Abanos, S.","Primary use case implementation of international patient summary on openehr platform","Proc. IADIS Int. Conf. e-Health, EH - Part Multi Conf. Comput. Sci. Inf. Syst., MCCSIS","9789898704184 (ISBN)","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101175213&partnerID=40&md5=abe198cf09565054ac4d4fb54adff1fb","The International Patient Summary (IPS) comprises the essential clinical data that must be available in case an European citizen needs unscheduled or urgent health care while abroad. The implementation of cross- border exchange of IPS is among the highest priorities of the European commission. Detailed functional requirements and use cases have been elaborated in addition to a new IPS standard in recent years as part of the efforts for enabling interoperability in information exchange and continuity of care. This paper presents a practicable approach and a solution to the problem of achieving semantic interoperability among the IPS sources in the European union. A novelty approach in this paper is first to design and analyze the business process of the primary use case and after that to propose a solution. It allows to identify several activities that are out of the scope in the existing documents and at the same time require special attention at the stage of software implementation. The proposed solution makes use of the openEHR information model to represent the IPS standard dataset in terms of archetypes. This way we preserve the semantic context in clinical concepts as well as introduce interoperability among data providers. Moreover, it overcomes the severe drawback of the message paradigm, where every two communicating parties must apply transformation of existing data that is specific to their needs. The discussion considers a computer experiment with real data employing a fully functional web application for IPS cross-border exchange. © Proceedings of the 12th IADIS International Conference e-Health 2020, EH 2020 - Part of the 14th Multi Conference on Computer Science and Information Systems, MCCSIS 2020. All rights reserved.","2020","2026-01-17 07:02:47","2026-01-17 07:09:03","","167-174","","","","","","","","","","","IADIS","","English","","","Scopus","","","","Journal Abbreviation: Proc. IADIS Int. Conf. e-Health, EH - Part Multi Conf. Comput. Sci. Inf. Syst., MCCSIS","","","","Interoperability; Semantics; Metadata; Information systems; Information use; Information exchanges; Semantic interoperability; Semantic Interoperability; Information Modeling; Computer experiment; Business Process Model and Notation; Continuity of cares; European Commission; Functional requirement; International law; International Patient Summary; OpenEHR Information Model; Software implementation; Use Case; Web Application; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N75HGVPQ","conferencePaper","2020","Salatino, A.; Osborne, F.; Motta, E.","ResearchFlow: Understanding the Knowledge Flow Between Academia and Industry","Lect. Notes Comput. Sci.","03029743 (ISSN); 9789819698936 (ISBN); 9789819698042 (ISBN); 9789819698110 (ISBN); 9789819698905 (ISBN); 9783032004949 (ISBN); 9789819512324 (ISBN); 9783032026019 (ISBN); 9783032008909 (ISBN); 9783031915802 (ISBN); 9789819698141 (ISBN)","","10.1007/978-3-030-61244-3_16","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096475819&doi=10.1007%2F978-3-030-61244-3_16&partnerID=40&md5=6a3692e39dccfa5b4a26fc4d11b785e5","Understanding, monitoring, and predicting the flow of knowledge between academia and industry is of critical importance for a variety of stakeholders, including governments, funding bodies, researchers, investors, and companies. To this purpose, we introduce ResearchFlow, an approach that integrates semantic technologies and machine learning to quantifying the diachronic behaviour of research topics across academia and industry. ResearchFlow exploits the novel Academia/Industry DynAmics (AIDA) Knowledge Graph in order to characterize each topic according to the frequency in time of the related i) publications from academia, ii) publications from industry, iii) patents from academia, and iv) patents from industry. This representation is then used to produce several analytics regarding the academia/industry knowledge flow and to forecast the impact of research topics on industry. We applied ResearchFlow to a dataset of 3.5M papers and 2M patents in Computer Science and highlighted several interesting patterns. We found that 89.8% of the topics first emerge in academic publications, which typically precede industrial publications by about 5.6 years and industrial patents by about 6.6 years. However this does not mean that academia always dictates the research agenda. In fact, our analysis also shows that industrial trends tend to influence academia more than academic trends affect industry. We evaluated ResearchFlow on the task of forecasting the impact of research topics on the industrial sector and found that its granular characterization of topics improves significantly the performance with respect to alternative solutions. © 2020, Springer Nature Switzerland AG.","2020","2026-01-17 07:02:47","2026-01-17 07:09:03","","219-236","","","12387 LNAI","","","","","","","","Springer Science and Business Media Deutschland GmbH","","English","","","Scopus","","","","Journal Abbreviation: Lect. Notes Comput. Sci.","","","","Semantics; Behavioral research; Knowledge representation; Knowledge management; Industrial research; Knowledge graphs; Knowledge graph; Patents and inventions; Forecasting; Semantic technologies; Research agenda; Academic publications; Alternative solutions; Bibliographic data; Digital libraries; Funding bodies; Industrial sector; Publishing; Research topics; Scholarly data; Science of science; Topic detection; Topic ontology; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17","","Keet, C.M.; Dumontier, M.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Lecture Notes in Computer Science","","","","","","","","","","","","","","",""
