,"﻿""Key""",Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body,asreview_label,asreview_time,asreview_note
89,A2US8AN5,journalArticle,2019,"Al-Shehab, A.; Alazemi, N.N.; Alhakem, H.A.",Semantic integration sharing for egovernment domains ontology: Design and implementation using owl,Journal of Theoretical and Applied Information Technology,,19928645 (ISSN),,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065499019&partnerID=40&md5=5c028e9c17f45217bf3a67c6460c4c93,"Integrating information system in any domain for E-government is facing several problems, such as structural and semantic sharing in similar information for applications and services. In addition, representation across heterogeneous organizations. In this aspect, the semantic web played a dynamic role in sharing and managing knowledge sharing. Therefore, e-government services need to modeling, re-engineering governmental sharing, and processing to provide information delivery according to the citizen and locations. Semantic Web technology based on the ontology has brought promising solutions to the above engineering problems. This paper is ongoing for previous work presents a framework for generating semantic model ontologies in OWL syntax from a government service domain. However, current works employing OWL ontologies in e-government to the Semantic Web viewer, which implemented semantic sharing integration for e-government domains (Civil information, Health information, Education Information) ontology, which present the case of the State of Kuwait interoperability integration. The domain ontology is created using ontology knowledge-based editor Protégé and OWL-Viz. Thus facilitating to improve the knowledge sharing so that citizens can take more knowledge benefits from the e-government sharing. In addition, the ontology will be useful in the knowledge sharing of semantic e-government integration, and semantic Web applications. Thus facilitating the design of e-government systems that can be easily integrated and maintained. Web Protégé ontology can be easily sharing with a distributed group of users who can engage in collaborative authoring activities from wherever they happen to be logged in. © 2005 – ongoing JATIT & LLS.",2019,2026-01-17 07:02:47,2026-01-17 07:09:03,,1820-1831,,6,97,,J. Theor. Appl. Inf. Technol.,,,,,,Little Lion Scientific editor@jatit.org,,English,,,Scopus,,,,,,,,Semantic Web; Integration; Framework; E-government; Protégé; Citizens; Domain ontology; Kuwait e-government; Owl; OWL-Viz; Services; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17,⛔ No DOI found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2026-01-17 09:20:24,
235,97MXVGL9,conferencePaper,2009,"Haav, H.-M.; Kalja, A.; Küngas, P.; Luts, M.",Ensuring large-scale semantic interoperability: The estonian public sector's case study,Front. Artif. Intell. Appl.,09226389 (ISSN); 18798314 (ISSN); 9781614993605 (ISBN); 9781643685830 (ISBN); 9781586038311 (ISBN); 9781614994183 (ISBN); 9781614999409 (ISBN); 9781607507987 (ISBN); 1586035770 (ISBN); 9781643685694 (ISBN); 9781643685427 (ISBN); 9781607500490 (ISBN),,10.3233/978-1-58603-939-4-117,https://www.scopus.com/inward/record.uri?eid=2-s2.0-72749096066&doi=10.3233%2F978-1-58603-939-4-117&partnerID=40&md5=ad2a1979162cba1e1cffa78a058842bd,"E-services are built upon the exchange of information between several databases and institutions. The creation process of new e-services may be not an efficient one because the discovery, integration and reuse of appropriate information resources is time-consuming as the meaning of these information resources is not well-enough documented. In order to describe the meaning of information resources - being poured into hundreds of heterogeneous databases, distributed between several institutions - some coordination, principles, architecture and infrastructure are needed. This paper outlines proposed large-scale semantic interoperability architecture and its pilot implementation in the Estonian public sector's semantic interoperability initiative. © 2009 The authors and IOS Press. All rights reserved.",2009,2026-01-17 07:02:49,2026-01-17 07:09:03,,117-128,,1,187,,,,,,,,IOS Press,,English,,,Scopus,,,,Journal Abbreviation: Front. Artif. Intell. Appl.,,,,Interoperability; Semantic Web; Ontology; Semantics; Database systems; Web services; Information use; Ontology's; Semantic interoperability; Public sector; E-services; Case-studies; Web service annotation; Information resource; Large-scales; XBRL; XMI; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frontiers in Artificial Intelligence and Applications,,,,,,,,,,,,,,,,1,2026-01-17 09:20:43,
121,YJUZSA4P,journalArticle,2017,"Ben Sta, H.B.",A framework for semantic model based on ontologies generation for e-government applications: Case study of Tunisia government,"International Journal of Metadata, Semantics and Ontologies",,17442621 (ISSN),10.1504/IJMSO.2017.087640,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032680280&doi=10.1504%2FIJMSO.2017.087640&partnerID=40&md5=ceca5468ee222b4dce9767bb583ffab4,"This paper presents a framework for generating semantic model ontologies in OWL syntax from a government service domain. Firstly, the government service domain is analysed and domain ontology is constructed to capture its semantic content. Thereafter, a semiformal representation of the domain ontology is created with the ontology knowledge-based editor Protégé. Finally, the OWL ontology model is imported. This study aims at providing e-government developers, particularly those from the developing world, with an easy-to-use framework for practising semantic knowledge representation in e-government processes, thus facilitating the design of e-government systems that can be easily integrated and maintained. The other challenge when integrating information systems in any domain such as e-government is the challenge of interoperability. One can distinguish between three levels of interoperability: technical, semantic, and organisational. The technical aspect has been widely tackled especially after the ubiquity of internet technologies. © © 2017 Inderscience Enterprises Ltd.",2017,2026-01-17 07:02:48,2026-01-17 07:09:03,,1-18,,1,12,,Int. J. Metadata Semant. Ontol.,,,,,,Inderscience Publishers,,English,,,Scopus,,,,,,,,Interoperability; Ontology; Semantics; Knowledge representation; Data governances; Data integration; Knowledge based systems; e-government; E-government systems; E-government; Developing countries; Protégé; OWL; Birds; Government services; Business process modelling; Data governance; E-Government applications; Integrating information; Internet technology; Process governance; Semi-formal representations; Software engineering; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2026-01-17 09:21:47,
162,DEI8B5VV,journalArticle,2014,"Alqahtani, A.; Lu, H.; Lu, J.",Knowledge-based life event model for e-government service integration with illustrative examples,Intelligent Decision Technologies,,18724981 (ISSN),10.3233/IDT-140188,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901914510&doi=10.3233%2FIDT-140188&partnerID=40&md5=d1cc328ccdeddfefc4675f2033311779,"The advancement of information and communications technology and web services offers an opportunity for e-government service integration, which can help improve the availability and quality of services offered. However, few of the potential service integration applications have been adopted by governments to increase the accessibility of and satisfaction with government services and information for citizens. Recently, the 'life event' concept was introduced as the core element of integrating complexity of service delivery to improve the efficiency and reusability of e-government services, web-based information management systems. In addition, a semantic web-based ontology is considered to be the most powerful conceptual approach for dealing with challenges associated with developing seamless systems in distributed environments. Among these challenges are interoperability, which can be loosely defined as the technical capability for interoperation. Despite the conceptual emergence of semantic web-based ontology for life events, the question remains of what methodology to use when designing a semantic web-based ontology for life events. This paper proposes a semantic web-based ontology model for life events for e-government service integration created using a methodology that implements the model using the ontology modelling tool Protégé and evaluates the model using Pellet Reasoner and the SPARQL query language. In addition, this model is illustrated by two examples, the Saudi Arabia King Abdullah Scholarship and Hafiz, to show the advantages of integrated systems compared with standalone systems. These examples show that the new model can effectively support the integration of standalone e-government services automatically so that citizens do not need to manually execute individual services. This can significantly improve the accessibility of e-government services and citizen's satisfaction. © 2014-IOS Press.",2014,2026-01-17 07:02:48,2026-01-17 07:09:03,,189-205,,3,8,,Intelligent Decis. Technol,,,,,,IOS Press Nieuwe Hemweg 6B Amsterdam 1013 BG,,English,,,Scopus,,,,,,,,Ontology; Web services; Information management; Knowledge based systems; Reusability; E-government services; Information services; Query languages; Websites; Information and communications technology; Distributed environments; Conceptual approaches; e-government service integration; Highway accidents; life event; Life events; Service integration; Technical capabilities; Web-based information; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2026-01-17 09:23:50,
182,NV2TKZBU,journalArticle,2012,"Su, Q.",The research on E-government Service Integration of Decentralized Cross-Organizational Applications,International Journal of Digital Content Technology and its Applications,,19759339 (ISSN),10.4156/jdcta.vol6.issue21.63,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870615074&doi=10.4156%2Fjdcta.vol6.issue21.63&partnerID=40&md5=c1db1b909285a57652da283467187e43,"With the increasing complexity of e-Government services, one of the big challenges for public administration is integration of decentralized cross-organizational applications to support an efficient, interactive and seamless e-Government for citizens, businesses and administrations themselves. This paper presents a flexible approach for organizing distributed e-Government services based on Semantic Web. Various public administrative specific domains knowledge were captured, and the semantic index of ontology information was stored for decentralized e-Government services organization through a distributed hast table solution. The architecture was improved by introducing a community ontology to semantic categorize and reorganize e-Government services on the basis of domain ontology, which can support interoperability of cross-organizational e-Government applications and provide a series of future knowledge management on public sector in a scalable environment.",2012,2026-01-17 07:02:48,2026-01-17 07:09:03,,550-555,,21,6,,Int. J. Digit. Content Technol. Appl.,,,,,,,,English,,,Scopus,,,,,,,,Interoperability; Public administration; Integration; Government data processing; Knowledge management; Public sector; Domain ontologies; e-Government; E-government services; Information services; E-government; E-Government applications; Community ontology; Cross-Organizational; Semantic index; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2026-01-17 09:24:40,
197,BYZEAVY5,journalArticle,2011,"Fonou-Dombeu, J.V.F.; Huisman, M.",Semantic-driven E-government: A case study of formal representation of government domain ontology,"IST-Africa Conf. Proc., IST",,9781905824267 (ISBN),,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84855772852&partnerID=40&md5=3a6ab02b9da360e64a463a2e0eaabcab,"Semantic Web technologies are increasingly being adopted in e-government to describe and specify e-government services, aiming at their semantic integration and interoperability. However, current research does not provide guidelines on how domain ontology describing government's domain knowledge can be formally represented to enable their automatic processing by computers. This paper presents a case study of transforming domain ontology in Sub Saharan Africa and the developing world at large, into its formal version in e-government processes, aiming at (1) providing e-government developers from developing countries as well as Sub Saharan Africa, with simple activities for practicing semantic knowledge representation in e-government projects, (2) promoting the development of e-government systems that can be easily integrated and maintained, as well as (3) strengthening the adoption of Semantic Web technologies in e-government projects in developing countries. © 2011 IIMC LTD.",2011,2026-01-17 07:02:48,2026-01-17 07:09:03,,,,,,,"IST-Africa Conf. Proc., IST",,,,,,,,English,,,Scopus,,,,,,,,Interoperability; Semantic Web; Ontology; Knowledge representation; Government data processing; Semantic Web technology; Domain ontologies; e-Government; E-government services; E-government systems; Semantic integration; E-government; Developing countries; OWL; Data description; Description logic; Formal representations; Research; Automatic processing; Description Logics; Developing world; Domain knowledge; Domain Ontology; Protéǵ; Sub-Saharan Africa; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17,⛔ No DOI found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2026-01-17 09:26:10,
55,7JS9T28B,conferencePaper,2022,"Melzer, S.; Peukert, H.; Wang, H.; Thiemann, S.",Model-based Development of a Federated Database Infrastructure to support the Usability of Cross-Domain Information Systems,"SysCon - Annu. IEEE Int. Syst. Conf., Proc.",9781665439923 (ISBN),,10.1109/SysCon53536.2022.9773811,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130811366&doi=10.1109%2FSysCon53536.2022.9773811&partnerID=40&md5=75af1233352cec027d42121dd76ce578,"The Centre for the Study of Manuscript Cultures (CSMC) at the Universität Hamburg hosts a steadily growing number of autonomously developed databases. These databases often run in heterogeneous hardware and software environments and use different, project-specific data models. These conditions lead to a high degree of autonomy but to an increasing heterogeneity. The heterogeneity then leads to the problem that these databases cannot be easily merged into a federated database system (FDBS). In general, a FDBS integrates multiple autonomous database systems into a single FDBS. The challenge is now to merge multiple heterogeneous systems into one FDBS to provide successful federated searches. Here, the term successful means that the results of a search query are correctly and completely answered by all integrated domain-specific database systems. In addition to delivering correct and complete results from these queries, semantically and syntactically correct mappings of various database schemes must be ensured. We argue that at the faculty of the Humanities, a cross-domain use of autonomously developed databases offers added value in terms of data analysis and evaluation. Hence, the challenge that exists is to develop a suitable federated database infrastructure that supports the development of autonomous information systems, while heterogeneity does not increase. To meet this challenge, in IT projects in the defense sector and in the public administration of the federal government, the V-model is a mandatory procedural standard to develop IT systems systematically. When developing a cross-domain information system, special attention should be paid to the development of variants, i.e. the project-specific information systems, so that the extension of the federated infrastructure at the faculty is guaranteed and can be maintained in the long term. In the area of Model-based Systems Engineering (MBSE) variant modeling is a very current topic and no standard exists. However, there are some approaches that can be used, such as the method Variant Modeling with SysML (VAMOS). VAMOS is characterized by its ease of use to model variants and can be combined very well with other methods. In this paper we present a model-based approach to develop a federated database infrastructure for supporting the usability of a cross-domain information system. For the development of a federated database infrastructure we present how the V-model can be combined with the VAMOS method using the tool Cameo Systems Modeler for modeling and simulating in general, the broker-based SysML Toolbox for simulating database interactions, and the database management system Heurist for creating a cross-domain information system. © 2022 IEEE.",2022,2026-01-17 07:02:47,2026-01-17 07:09:03,,,,,,,,,,,,,Institute of Electrical and Electronics Engineers Inc.,,English,,,Scopus,,,,"Journal Abbreviation: SysCon - Annu. IEEE Int. Syst. Conf., Proc.",,,,Public administration; Information systems; Information use; Mapping; Cross-domain; cross-domain information system; Cross-domain information system; Federated Databases; federated search; Federated search; modeling; Modeling; Query languages; Query processing; schema mapping; Schema mappings; Search engines; SysML; Systems engineering; V-model; VAMOS; Variant modeling with SysML; Variant models; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2026-01-17 09:27:16,
50,5FCMDP8G,conferencePaper,2022,"Dri Kurniawan, R.; Saraswati Wisjnu Wardhani, S.; Nuryanti, L.; Ba’Abdullah, F.; Ayu Untariyati, N.; Srimoeljanto, A.; Hidayati, N.",Designing An Ecosystem Model for E-Government Ontology Development Using Ecosystem Pie Model,"Proceeding - Int. Conf. Inf. Technol., Inf. Syst. Electr. Eng.: Appl. Data Sci. Artif. Intell. Technol. Environ. Sustain., ICITISEE",9798350399615 (ISBN),,10.1109/ICITISEE57756.2022.10057669,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150458501&doi=10.1109%2FICITISEE57756.2022.10057669&partnerID=40&md5=b8357eeadeaa0f16d8b880f7f068a6b5,"The emergence of e-Government as a concept and practice has been a significant development over the last decade. Government Institutions have developed various applications providing public or inter-governmental services. These E-Government applications, some are legacy applications, were built independently using different platforms. Consequently, this heterogeneity creates problems such as lack of data integration and system interoperability. This integration/interoperability problem makes it difficult to perform semantic linking between databases to create a government knowledge base which is critical for knowledge discovery and innovation. Ontology has been regarded as a promising technology to solve this integration/interoperability problem as it provides semantic interoperability and promotes knowledge discovery and innovation. To support the development and operation of cross domain government ontology services for semantic interoperability in e-government systems, it is necessary to define an ecosystem model. The aim of research is to design an ontology development ecosystem model for Indonesian E-Government System using Ecosystem Pie Model. © 2022 IEEE.",2022,2026-01-17 07:02:47,2026-01-17 07:09:03,,99-103,,,,,,,,,,,Institute of Electrical and Electronics Engineers Inc.,,English,,,Scopus,,,,"Journal Abbreviation: Proceeding - Int. Conf. Inf. Technol., Inf. Syst. Electr. Eng.: Appl. Data Sci. Artif. Intell. Technol. Environ. Sustain., ICITISEE",,,,Interoperability; Ontology; Semantics; Ontology's; Data integration; Semantic interoperability; Knowledge based systems; Ontology development; e-Government; e-government; E-Government; E-government systems; Ecosystem; Ecosystem model; Ecosystem pie model; Ecosystem Pie Model; Ecosystems; Government institutions; Governmental services; Knowledge discovery and innovations; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2026-01-17 09:27:58,
130,3PRGSQTJ,journalArticle,2016,"Petrušić, D.; Segedinac, M.; Konjović, Z.",Semantic modelling and ontology integration of the open government systems,Tehnicki Vjesnik,,13303651 (ISSN),10.17559/TV-20150514115428,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84999016837&doi=10.17559%2FTV-20150514115428&partnerID=40&md5=b82a201024504e05d703628d3d8c3538,"Open Government Ontology proposed in this paper is an extensive ontology aimed at modelling a wide range of Open Government services. Semantic model of the Open Government opens possibilities for the integration with other semantic and information models, and enables semantic reasoning and resource discovery. Characteristics of the Open Government are transparency, participation and collaboration. Main components of the Open Government are Open Architecture, Open Data and Open Standards. Organizational structure of the Open Government consists of the internal government organizations, associated domains and Open (e)Government services. Open Government Ontology can be used as a semantic meta-data repository for the (e)Government and Open (e)Government services. Using formal methods of reasoning with the proposed ontology we can search for information about Open (e)Government services and infer on gathered knowledge. Also Open Architecture Ontology can be used as Information Architecture framework for the creation of these services as was the case regarding Montenegrin Semantic Science Network. © 2016, Strojarski Facultet. All rights reserved.",2016,2026-01-17 07:02:48,2026-01-17 07:09:03,,1631-1641,,6,23,,Teh. Vjesn.,Semantičko modeliranje i ontološka integracija sustava otvorene vlade,,,,,Strojarski Facultet,,English,,,Scopus,,,,,,,,Semantic Web; Ontology; Government data processing; Semantic web; e-Government; Government organizations; Computer architecture; E-governments; Network architecture; Formal methods; Information architectures; Meta data repositories; Ontology integration; Open architecture; Open government; Organizational structures; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2026-01-17 09:28:47,
160,J3F3H972,journalArticle,2014,"Lamharhar, H.; Kabbaj, A.; Chiadmi, D.; Benhlima, L.",An e-government knowledge model: 'e-customs' case study,Electronic Government,,17407494 (ISSN); 17407508 (ISSN),10.1504/EG.2014.063314,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904331658&doi=10.1504%2FEG.2014.063314&partnerID=40&md5=b4a75f9e0f663567bf0eb9595760f09c,"In e-government domain, an efficient semantic interoperability of services is a big challenge. Thus, for modelling semantically the public services, we have adopted semantic web services (SWS) technology. However, this technology allows only semantic description of services without giving a cognitive semantic representation of them. It allows modelling the relationships between services with their different situations through conceptual structures (CSs). In this paper, we develop an approach for modelling efficiently the public services based on SWS and CSs technologies. For this purpose, we extend OWL-S ontology with an e-government knowledge represented through a set of ontologies. Besides OWL-S ontology, we use the conceptual graphs theory as implemented in AminePlatform for structuring and organising the cognitive knowledge about services. Thus, for our application domain, that is, 'e-customs', we extend this platform to support simultaneous use of multiple domain-specific ontologies. Our approach enables as well enhancing service discovery and composition. Copyright © 2014 Inderscience Enterprises Ltd.",2014,2026-01-17 07:02:48,2026-01-17 07:09:03,,59-82,,1-2,11,,Electron. Gov.,,,,,,Inderscience Publishers,,English,,,Scopus,,,,,,,,Ontology; E-government; AminePlatform; Conceptual graphs; Conceptual structures; E-customs; Ontology web language for services; OWL-S; Semantic web services; SWS; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2026-01-17 09:29:42,
250,NAB992GM,journalArticle,2008,"Zhang, W.; Wang, Y.",Towards building a semantic grid for E-government applications,WSEAS Transactions on Computer Research,,19918755 (ISSN),,https://www.scopus.com/inward/record.uri?eid=2-s2.0-66349119975&partnerID=40&md5=a590c1b85ce517f908835656cb82fa0a,"Nowadays, there is a growing number of e-government portals and solutions that provide integrated governmental e-services to the customers (citizens, enterprises or other public sectors). However, the administration and interoperability of distributed e-government nodes are faced with increasing challenges caused by the service-oriented modeling difficulties and ontological issues in distributed computing, resource integration and knowledge sharing over heterogeneous computing platforms. To overcome this, a Semantic Grid infrastructure is presented in this paper for distributed management of e-government resources across ubiquitous virtual governmental agencies. An ontology-based service-oriented approach to problem-solving in e-government is proposed in the Semantic Grid, enabling to provide, in an open, dynamic, loosely coupled and scalable manner, the service publication, discovery and reuse for connecting the customers and agencies of e-government services based on their semantic similarities in terms of problem-solving capabilities. The operation of the system is demonstrated using Protégé-2000, a widely accepted ontology modeling tool to validate the implementation of the proposed approach towards effective ontological maintenance.",2008,2026-01-17 07:02:49,2026-01-17 07:09:03,,273-282,,4,3,,WSEAS Trans. Comput. Res.,,,,,,,,English,,,Scopus,,,,,,,,Semantic Web; Ontology; Semantics; Government data processing; Public sector; E-services; Ontology-based; Semantic web; e-Government; E-government services; E-government; Knowledge acquisition; Distributed computer systems; E-Government applications; Semantic grid; Knowledge-sharing; Ontology semantics; Cscw; Distributed Computing; Distributed management; E-Government portals; Governmental agency; Groupware; Heterogeneous computing; Ontology modeling; Resource integration; Semantic Grid; Semantic similarity; Service Oriented; Service oriented modeling; Service publication; Service-oriented; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17,⛔ No DOI found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2026-01-17 09:32:56,
52,MGBF28JN,conferencePaper,2022,"Tshering, Y.; Anutariya, C.",Enabling Semantic Interoperability in Bhutan's E-Government: An Ontology-based Framework,"Int. Jt. Conf. Comput. Sci. Softw. Eng., JCSSE",9781665485104 (ISBN),,10.1109/JCSSE54890.2022.9836286,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85136198045&doi=10.1109%2FJCSSE54890.2022.9836286&partnerID=40&md5=e490cb5a15ed2141872c2540f735ba76,"Interoperability in e-Government is important to improve public services by enabling systems to exchange, integrate, and use information in a meaningful manner. However, e-government systems along with heterogeneous databases have created difficulties in interoperability. These heterogeneous databases lead to data redundancy, data inconsistency, and difficulty to integrate data and process data among agencies. The representation of heterogeneous systems through common standards and vocabularies is considered a valuable solution for interoperability. In this paper, an ontology-based framework for Bhutan's e-government is proposed to support semantic interoperability. To evaluate the framework, the domain ontology for Bhutan's Administrative Division, namely BTNAD is developed and discussed. BTNAD Ontology has been implemented and verified using Protégé, and its practical usage has been validated by checking against the defined competency questions and the corresponding SP ARQL query implementation. The presented study can clearly demonstrate the Single Source of Truth (SSOT), hence enabling the data reusability and collaboration, and interoperability within and across the agencies. Finally, the research discusses some recommendations from the proposed framework and interoperability challenges. © 2022 IEEE.",2022,2026-01-17 07:02:47,2026-01-17 07:09:03,,,,,,,,,,,,,Institute of Electrical and Electronics Engineers Inc.,,English,,,Scopus,,,,"Journal Abbreviation: Int. Jt. Conf. Comput. Sci. Softw. Eng., JCSSE",,,,Interoperability; Ontology; Semantics; semantic interoperability; Public services; Ontology's; Semantic interoperability; Government IS; ontology; Ontology-based; Reusability; e-Government; e-government; administrative division; Administrative division; Bhutan; framework; Framework; Heterogeneous database; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2026-01-17 09:36:49,
71,VAUM9E6C,journalArticle,2021,"Wang, Z.; Song, Z.; Yu, G.; Wang, X.",An Ontology for Chinese Government Archives Knowledge Representation and Reasoning,IEEE Access,,,10.1109/ACCESS.2021.3112001,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114710392&doi=10.1109%2FACCESS.2021.3112001&partnerID=40&md5=53a9fe362519b00252b4e0cb60a4291f,"Government archives comprise a series of documents or important information resources produced or used by government departments to meet the needs of economic and social governance, fulfill government functions, and perform official activities. They have inestimable value in economic development, social operations, and strategy. However, due to the lack of effective application of knowledge management technology, government information resources are locked in archive records, making it difficult to achieve knowledge organization and interoperability. Based on the theories and methods of the semantic web and semantic ontology construction, we summarize the relevant domain knowledge of government archives and construct the Chinese Government Archive Ontology (GAO) with the collection of government archives as the data. The ontology model implements the semantic interoperability between government archives and performs knowledge representation and reasoning on their content. We define the classes and properties of GAO, describe its creation process in detail, and demonstrate its applicability in practice through SPARQL query and event logical representation based on the 5W1H framework. GAO is capable of realizing linked data and discovering the knowledge hidden behind the policies of various agencies and departments, which can serve scientific decision-making and the economic society, regulate institutional powers, and further promote the research and practice of archival science in the digital age. © 2013 IEEE.",2021,2026-01-17 07:02:47,2026-01-17 07:09:03,,130199-130211,,,9,,IEEE Access,,,,,,Institute of Electrical and Electronics Engineers Inc.,,English,,,Scopus,,,,,,,,Interoperability; Ontology; Decision making; Knowledge representation; Semantic interoperability; Knowledge management; semantic ontology; Digital storage; Government archives; Government departments; Government information; Knowledge management technology; Knowledge organization; Knowledge representation and reasoning; Logical representations; Protégé; RDF schemas; Scientific decisions; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2026-01-17 09:39:00,
134,6WMC9Y7Q,conferencePaper,2016,"van Compernolle, M.; de Vocht, L.; Goedertier, S.; Loutas, N.; Verborgh, R.; Mannens, E.; Mechant, P.; Peristeras, V.; van de Walle, R.",State-of-the-art assessment on the implementations of international core data models for public administrations,ACM Int. Conf. Proc. Ser.,21531633 (ISSN); 9781450377881 (ISBN); 9781450385855 (ISBN); 9781450314398 (ISBN); 9781450396387 (ISBN); 9781450390019 (ISBN); 9781450390217 (ISBN); 9781450348270 (ISBN); 9781450381963 (ISBN); 9781450322485 (ISBN); 9781450348201 (ISBN),,10.1145/2910019.2910027,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84976351788&doi=10.1145%2F2910019.2910027&partnerID=40&md5=82c00ffbc74fc02e8010804525583eb1,"Public administrations are often still organised in vertical, closed silos. The lack of common data standards (common data models and reference data) for exchanging information between administrations in a cross-domain and/or cross-border setting stands in the way of digital public services and automated flow of information between public administrations. Core data models address this issue, but are often created within the closed environment of a country or region and within one policy domain. A lack of insight exists in understanding and managing the life-cycle of these initiatives on public administration information systems for data modelling and data exchange. In this paper, we outline state-of-the-art implementations and vocabularies linked to the core data models. In particular we inventoried and selected existing core data models and identified tendencies in current practices based on the criteria creation, use, maintenance and coordination. Based on the analysis, this survey suggest research directions for policy and information management studies pointing to best practices regarding core data model implementations and their role in linking isolated data silos within a cross-country context. Finally we highlight the differences in their coordination and maintenance, depending on the state of creation and use. © 2016 ACM.",2016,2026-01-17 07:02:48,2026-01-17 07:09:03,,327-337,,,01-03-March-2016,,,,,,,,Association for Computing Machinery acmhelp@acm.org,,English,,,Scopus,,,,Journal Abbreviation: ACM Int. Conf. Proc. Ser.,,,,Interoperability; Public administration; Public services; Information management; Government data processing; Electronic data interchange; Life cycle; e-Government; Common data model; State of the art; Closed environment; Core data models; Current practices; EGovernment; Governance; Inventory; Lifecycle; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17,,"Estevez, E.; Bertot, J.; Mellouli, S.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACM International Conference Proceeding Series,,,,,,,,,,,,,,,,1,2026-01-17 09:39:34,
